Index,Time,SPX
419,2023-04-10 13:37:02.274021+00:00,4073.8101
420,2023-04-10 13:37:03.098095+00:00,4073.8101
421,2023-04-10 13:37:03.918808+00:00,4073.8101
422,2023-04-10 13:37:04.787965+00:00,4073.77
423,2023-04-10 13:37:05.654576+00:00,4073.8501
424,2023-04-10 13:37:06.487800+00:00,4073.8501
425,2023-04-10 13:37:07.304041+00:00,4073.9299
426,2023-04-10 13:37:08.128119+00:00,4073.74
427,2023-04-10 13:37:08.959359+00:00,4073.74
428,2023-04-10 13:37:09.785267+00:00,4073.8501
429,2023-04-10 13:37:10.611691+00:00,4073.9199
430,2023-04-10 13:37:11.436693+00:00,4073.8301
431,2023-04-10 13:37:12.265871+00:00,4073.98
432,2023-04-10 13:37:13.092250+00:00,4073.98
433,2023-04-10 13:37:13.952197+00:00,4074.02
434,2023-04-10 13:37:14.777911+00:00,4073.8701
435,2023-04-10 13:37:15.719115+00:00,4073.6599
436,2023-04-10 13:37:16.586889+00:00,4073.6599
437,2023-04-10 13:37:17.487740+00:00,4073.6699
438,2023-04-10 13:37:18.363449+00:00,4073.8
439,2023-04-10 13:37:19.266542+00:00,4073.6799
440,2023-04-10 13:37:20.096239+00:00,4073.6799
441,2023-04-10 13:37:21.046456+00:00,4073.46
442,2023-04-10 13:37:21.915557+00:00,4073.3701
443,2023-04-10 13:37:22.747363+00:00,4073.3799
444,2023-04-10 13:37:23.611994+00:00,4073.4399
445,2023-04-10 13:37:24.512235+00:00,4073.5601
446,2023-04-10 13:37:25.380031+00:00,4073.74
447,2023-04-10 13:37:26.205708+00:00,4073.75
448,2023-04-10 13:37:27.038639+00:00,4073.75
449,2023-04-10 13:37:27.988982+00:00,4073.8999
450,2023-04-10 13:37:28.812460+00:00,4073.8601
451,2023-04-10 13:37:29.668863+00:00,4073.9399
452,2023-04-10 13:37:30.611341+00:00,4073.9399
453,2023-04-10 13:37:31.459398+00:00,4073.96
454,2023-04-10 13:37:32.285200+00:00,4074.03
455,2023-04-10 13:37:33.110128+00:00,4074.1699
456,2023-04-10 13:37:33.935734+00:00,4074.1699
457,2023-04-10 13:37:34.799216+00:00,4074.1699
458,2023-04-10 13:37:35.625542+00:00,4074.28
459,2023-04-10 13:37:36.494220+00:00,4074.3101
460,2023-04-10 13:37:37.403312+00:00,4074.3999
461,2023-04-10 13:37:38.319921+00:00,4074.3301
462,2023-04-10 13:37:39.186642+00:00,4074.54
463,2023-04-10 13:37:40.083528+00:00,4074.54
464,2023-04-10 13:37:40.909937+00:00,4074.5701
465,2023-04-10 13:37:41.826536+00:00,4074.5701
466,2023-04-10 13:37:42.653893+00:00,4074.6799
467,2023-04-10 13:37:43.478848+00:00,4074.97
468,2023-04-10 13:37:44.379918+00:00,4074.8301
469,2023-04-10 13:37:45.211202+00:00,4074.8301
470,2023-04-10 13:37:46.154121+00:00,4074.77
471,2023-04-10 13:37:47.024291+00:00,4074.77
472,2023-04-10 13:37:47.845160+00:00,4074.8899
473,2023-04-10 13:37:48.715009+00:00,4075.03
474,2023-04-10 13:37:49.545608+00:00,4074.79
475,2023-04-10 13:37:50.419633+00:00,4074.8601
476,2023-04-10 13:37:51.356986+00:00,4074.8301
477,2023-04-10 13:37:52.221069+00:00,4074.6399
478,2023-04-10 13:37:53.122918+00:00,4074.5
479,2023-04-10 13:37:54.017935+00:00,4074.5
480,2023-04-10 13:37:54.842145+00:00,4074.5
481,2023-04-10 13:37:55.703266+00:00,4074.6201
482,2023-04-10 13:37:56.528972+00:00,4074.5801
483,2023-04-10 13:37:57.355477+00:00,4074.48
484,2023-04-10 13:37:58.247072+00:00,4074.3201
485,2023-04-10 13:37:59.138324+00:00,4074.3201
486,2023-04-10 13:38:00.010998+00:00,4074.3301
487,2023-04-10 13:38:00.998873+00:00,4074.24
488,2023-04-10 13:38:01.833563+00:00,4074.25
489,2023-04-10 13:38:02.665640+00:00,4074.27
490,2023-04-10 13:38:03.539894+00:00,4074.25
491,2023-04-10 13:38:04.488344+00:00,4074.27
492,2023-04-10 13:38:05.322606+00:00,4074.23
493,2023-04-10 13:38:06.195449+00:00,4074.28
494,2023-04-10 13:38:07.068408+00:00,4074.28
495,2023-04-10 13:38:07.901481+00:00,4074.29
496,2023-04-10 13:38:08.731676+00:00,4074.23
497,2023-04-10 13:38:09.564351+00:00,4074.1599
498,2023-04-10 13:38:10.386398+00:00,4074.1599
499,2023-04-10 13:38:11.291149+00:00,4074.1001
500,2023-04-10 13:38:12.119493+00:00,4073.8601
501,2023-04-10 13:38:13.060712+00:00,4073.8601
502,2023-04-10 13:38:13.930553+00:00,4073.95
503,2023-04-10 13:38:14.759592+00:00,4073.9099
504,2023-04-10 13:38:15.632604+00:00,4073.8
505,2023-04-10 13:38:16.493105+00:00,4073.6499
